"name","class_id"
"clobetasone butyrate",3999
"clobutinol",5338
"clobuzarit",4451
"clocapramine",6422
"clocinizine",5188
"clocortolone pivalate",NULL
"clodantoin",7158
"clodronic acid",5593
"clofarabine",5730
"clofazimine",5445
"clofedanol",6992
"clofenamide",6701
"clofenotane",7160
"clofezone",NULL
"clofibrate",6614
"clofibric acid",6726
"clofibride",4819
"clofoctol",7709
"clofoctol",7037
"clofoctol",7737
"cloforex",NULL
"clomacran",4551
"clometacin",4652
"clomethiazole",4752
"clometocillin",NULL
"clomifene",7060
"clomipramine",7007
"clomocycline",4664
"clonazepam",5716
"clonidine",4295
"clonitrate",NULL
"clonixin",4656
"clopamide",5577
"clopenthixol",NULL
"cloperastine",4018
"clopidogrel",5912
"clopidol",NULL
"clopirac",NULL
"cloprednol",4829
"cloprostenol",NULL
"cloranolol",5676
"clorazepate",6451
"clorexolone",4573
"cloricromen",NULL
"cloridarol",5777
"cloridarol",7717
"cloridarol",7753
"clorindione",6797
"clorotepine",4910
"clorprenaline",4343
"clorsulon",NULL
"clortermine",5546
"clostebol",6006
"clostebol acetate",6608
"clotiapine",6580
"clotiazepam",6875
"clotrimazole",7009
"cloxacillin",5446
"cloxazolam",4588
"cloxiquine",6224
"cloxotestosterone",NULL
"clozapine",5680
"cobalamin",7295
"cobamamide",7161
"cobicistat",NULL
"cobimetinib",7676
"cocaine",6505
"codeine",4077
"colchicine",5626
"colecalciferol",NULL
"colesevelam",NULL
"colestilan",7532
"colestipol",6609
"colextran",7533
"colforsin daropate",NULL
"colfosceril palmitate",4449
"colistimethate sodium",5143
"colistin",NULL
"collagenase",3856
"condoliase",NULL
"conestat alfa",NULL
"conivaptan",NULL
"conjugated estrogens",7535
"copanlisib",NULL
"copper dotatate Cu-64",NULL
"copper naphthenate",NULL
"copper sulfate",6458
"corbadrine",NULL
"corifollitropin alfa",NULL
"corticorelin",NULL
"corticorelin ovine",NULL
"corticotropin",7600
"cortisone acetate",7033
"cortivazol",5929
"cotinine",6260
"coumafos",NULL
"coumarin",6117
"coumetarol",4364
"creatine",7355
"creatinolfosfate",4319
"creatinolfosfate",7715
"creosote",7277
"cresatin",4320
"cridanimod",7534
"crilanomer",NULL
"crisaborole",NULL
"crisantaspase",NULL
"crizanlizumab",NULL
"crizotinib",NULL
"croconazole",7709
"croconazole",5586
"crofelemer",7420
"cromoglicic acid",6844
"cropropamide",6182
"crospovidone",4063
"crotamiton",NULL
"crotetamide",5892
"cupric chloride",NULL
"cupric oxide",NULL
"cyamemazine",5211
"cyanocobalamin",NULL
"cyanocobalamin (57Co)",7528
"cyclacillin",5934
"cyclandelate",5095
"cyclarbamate",NULL
"cyclizine",5314
"cyclobarbital",4792
"cyclobenzaprine",NULL
"cyclobutyrol",6114
"cyclocoumarol",4334
"cyclodrine",5067
"cyclofenil",7729
"cyclofenil",4344
"cyclofenil",7743
"cycloguanil",NULL
"cyclomethycaine",4715
"cyclopentamine",7737
"cyclopentamine",6808
"cyclopenthiazide",7004
"cyclopenthiazide",7755
"cyclopenthiazide",7710
"cyclopentobarbital",3955
"cyclopentolate",4639
"cyclophosphamide",5437
"cycloserine",NULL
"cyclothiazide",6145
"cyclovalone",5937
"cycloxilic acid",4997
"cycrimine",7710
"cycrimine",7709
"cycrimine",6894
"cycrimine",7737
"cyfluthrin",NULL
"cymarin",7163
"cymarin",7754
"cymarin",7737
"cynarine",5303
"cypermethrin",NULL
"cyprodenate",5779
"cyproheptadine",5964
"cyproterone acetate",5858
"cysteine",4957
"cystine",6316
"cytarabine",4872
"cytarabine ocfosfate",NULL
"cythioate",NULL
"cytisine",NULL
"cyverine",4918
"dabigatran etexilate",5196
"dabrafenib",7476
"dacarbazine",5407
"dacisteine",6794
"daclatasvir",7555
"daclizumab",7623
"dacomitinib",NULL
"dactinomycin",NULL
"dalbavancin",NULL
"dalfopristin",4630
"danazol",NULL
"danofloxacin",NULL
"dantrolene",6655
"dantron",4745
"dapagliflozin",4879
"dapiprazole",6311
"dapoxetine",6933
"daprodustat",NULL
"dapsone",NULL
"daptomycin",NULL
"daratumumab",7683
"darbepoetin alfa",NULL
"daridorexant",NULL
"darifenacin",7071
"darolutamide",NULL
"darunavir",NULL
"dasabuvir",7582
"dasatinib",4338
"dasiglucagon",NULL
"daunorubicin",4944
"daunorubicinol",7400
"davercin",4416
"deanol",4098
"debrisoquine",NULL
"decamethonium",5206
"decamethoxine",7588
"decamethrin",6724
"decimemide",5903
"decitabine",7709
"decitabine",5476
"decoquinate",NULL
"deferasirox",6994
"deferiprone",NULL
"deferoxamine",5978
"defibrotide",NULL
"deflazacort",4115
"degarelix",7046
"dehydrocholic acid",5047
"delafloxacin",NULL
"delamanid",7498
"delapril",NULL
"delavirdine",6751
"delgocitinib",NULL
"delmadinone acetate",6353
"delmopinol",6633
"delorazepam",4109
"demecarium",NULL
"demeclocycline",NULL
"demecolcine",NULL
"demegestone",NULL
"demexiptiline",6508
"demexiptiline",7720
"demoxytocin",5209
"denaverine",4246
"denileukin diftitox",NULL
"denopamine",7710
"denopamine",7717
"denopamine",7737
"denopamine",7709
"denopamine",6830
"denopamine",7735
"denosumab",7627
"deoxycholic acid",7643
"depreotide",5818
"deptropine",5721
"dequalinium",6578
"deracoxib",NULL
"dermatan sulfate",NULL
"desalkylflurazepam",7068
"desaspidin",NULL
"deserpidine",4330
"desflurane",5145
"desipramine",4638
"desirudin",NULL
"deslanoside",6082
"desloratadine",NULL
"deslorelin",NULL
"desmopressin",NULL
"desogestrel",6350
"desomorphine",6072
"desonide",NULL
"desoximetasone",4493
"desoxycorticosterone acetate",6218
"desoxycorticosterone pivalate",NULL
"desoxycortone",6365
"desoxymycin",6354
"desvenlafaxine",NULL
"detajmium",7054
"detomidine",NULL
"deutetrabenazine",NULL
"dexamethasone",NULL
"dexamethasone acefurate",5273
"dexamethasone acetate",4124
"dexamethasone dipropionate",NULL
"dexamethasone isonicotinate",NULL
"dexamethasone palmitate",5460
"dexamethasone phosphate",5190
"dexamethasone valerate",NULL
"dexamfetamine",NULL
"dexbrompheniramine",4396
"dexchlorpheniramine",7164
"dexetimide",6364
"dexfenfluramine",4217
"dexfosfoserine",NULL
"dexibuprofen",NULL
"dexketoprofen",5563
"dexlansoprazole",6727
"dexloxiglumide",NULL
"dexmedetomidine",7707
"dexmedetomidine",7709
"dexmedetomidine",7728
"dexmedetomidine",7714
"dexmedetomidine",7722
"dexmedetomidine",4584
"dexmedetomidine",7719
"dexmedetomidine",7725
"dexmedetomidine",7736
"dexmethylphenidate",5966
"dexniguldipine",NULL
"dexpanthenol",5959
"dexrabeprazole",7541
"dexrabeprazole",7737
"dexrazoxane",7755
"dexrazoxane",6331
"dexrazoxane",7711
"dextrofemine",5306
"dextromethorphan",NULL
"dextromoramide",5416
"dextropropoxyphene",4943
"dextrothyroxine",7008
"dezocine",4765
"diacerein",6362
"diacetazotol",NULL
"diacetyl benzoyl lathyrol",7312
"diamorphine",7165
"diamorphine",7751
"diampromide",5293
"diathymosulfone",4041
"diatrizoate",7708
"diatrizoate",4599
"diatrizoate meglumine",5146
"diazepam",NULL
"diaziquone",7747
"diaziquone",7756
"diaziquone",5347
"diazolidinylurea",7346
"diazoxide",6386
"diazoxide",7710
"dibekacin",5928
"dibenzepin",NULL
"dibotermin alfa",7674
"dibromol",6963
"dibromotyrosine",7166
"dibrompropamidine",NULL
"dibunate",5202
"dibutoline sulfate",4045
"dibutylphthalate",7710
"dibutylphthalate",7735
"dibutylphthalate",7709
"dibutylphthalate",7167
"dibutylsuccinate",7168
"dichlorisone",7747
"dichlorisone",5489
"dichloroacetic acid",4959
"dichlorobenzyl alcohol",4870
"dichlorophen",5296
"dichlorophenarsine",4132
"dichlorphenamide",5544
"dichlorvos",NULL
"diclazuril",NULL
"diclofenac",5436
"diclofenac",7709
"diclofenac etalhyaluronate sodium",NULL
"dicloxacillin",NULL
"dicoumarol",4367
"dicycloverine",6990
"didanosine",3962
"didecyldimethylammonium chloride",7169
"dienestrol",5743
"dienogest",5251
"diethadione",4421
"diethazine",NULL
"diethyl ether",7170
"diethylamino hydroxybenzoyl hexyl benzoate",7294
"diethylaminoethoxyhexestrol",NULL
"diethylcarbamazine",5902
"diethylcarbamazine",7721
"diethylpropion",6513
"diethylstilbestrol",6281
"diethyltoluamide",7172
"difamilast",NULL
"difebarbamate",5453
"difelikefalin",NULL
"difemerine",5633
"difemetorex",5042
"difenoxin",NULL
"difenpiramide",5789
"difetarsone",7173
"diflorasone diacetate",3930
"difloxacin",NULL
"diflucortolone",6279
"diflucortolone",7754
"diflunisal",6403
"diflunisal",7755
"difluprednate",NULL
"digitalin",6439
"digitoxin",4457
"digoxin",6150
"dihexyverine",NULL
"dihydralazine",4141
"dihydrocodeine",4782
"dihydroemetine",NULL
"dihydroergocornine",5650
"dihydroergocristine",5863
"dihydroergocryptine",7176
"dihydroergotamine",6332
"dihydrostreptomycin",5100
"dihydrotachysterol",5290
"diiodohydroxypropane",7737
"diiodohydroxypropane",7174
"diiodohydroxyquinoline",6454
"diiodotyrosine",NULL
"diisopromine",4329
"dilazep",NULL
"dilevalol",5566
"diloxanide furoate",7703
"diltiazem",6922
"dimantine",6642
"dimazole",4688
"dimecrotic acid",6368
"dimefline",7741
"dimefline",4191
"dimemorfan",6236
"dimenhydrinate",4868
"dimenoxadol",4822
"dimepheptanol",7034
"dimercaprol",6130
"dimetacrine",6738
"dimethazan",4869
"dimethicone",5335
"dimethisterone",NULL
"dimethocaine",6459
"dimethoxanate",4248
"dimethyl fumarate",3848
"dimethyl sulfoxide",NULL
"dimethylaminopropionylphenothiazine",7442
"dimethylcarbate",NULL
"dimethylphthalate",7443
"dimethylthiambutene",6464
"dimethyltubocurarinium",5828
"dimetindene",6732
"dimetofrine",4533
"dimetotiazine",7715
"dimetotiazine",4738
"dimevamide",5690
"dimorpholamine",5220
"dimyristoylphosphatidylcholine",7345
"dimyristoylphosphatidylcholine",7738
"dimyristoylphosphatidylglycerol",7344
"dinitolmide",NULL
"dinoprost",6139
"dinoprostone",4127
"dinutuximab",7618
"dinutuximab",7735
"diodone",7709
"diodone",7737
"diodone",7206
"diosmetin",NULL
"diosmin",6872
"dioxadrol",5391
"dioxaphetyl butyrate",5074
"dioxethedrin",6810
"dioxybenzone",NULL
"dioxyline",6174
"dioxyline",7754
"diperodon",4730
"diphemanil",6760
"diphenadione",7755
"diphenadione",7207
"diphenadione",7737
"diphenan",4838
"diphenhydramine",5523
"diphenidol",7711
"diphenidol",4888
"diphenoxylate",NULL
"diphenylpyraline",NULL
"dipipanone",4386
"dipiperonylaminoethanol",7701
"dipiproverine",5625
"dipiproverine",7747
"dipiproverine",7712
"dipiproverine",7711
"dipivefrine",5192
"diprafenone",6954
"diprenorphine",NULL
"diprophylline",NULL
"dipyridamole",NULL
"dipyrithione",7343
"dipyrocetyl",4877
"dipyrocetyl",7711
"dipyrocetyl",7756
"dipyrocetyl",7749
"diquafosol",7568
"dirithromycin",NULL
"dirlotapide",NULL
"diroximel fumarate",NULL
"diseptal B ",4056
"disofenin",5056
"disopyramide",5177
"distigmine",NULL
"disufenton",7722
"disufenton",7733
"disufenton",7717
"disufenton",7714
"disufenton",4548
"disufenton",7707
"disufenton",7736
"disufenton",7725
"disufenton",7728
"disulfamide",6564
"disulfiram",6975
"ditazole",6800
"dithiazanine",6596
"dithranol",4662
"ditiocarb",6858
"dixanthogen",5219
"dixyrazine",7100
"DL-Alanine",NULL
"dobutamine",5218
"docarpamine",6944
"docetaxel",NULL
"doconexent",NULL
"docosanoic acid",6636
"docosanoic acid",7711
"docosanol",7707
"docosanol",4725
"docusate sodium",NULL
"dodecanoic acid",NULL
"dodeclonium bromide",NULL
"dofetilide",4044
"dolasetron",5263
"dolutegravir",7482
"domiodol",6847
"domiphen",7136
"domitroban",NULL
"domperidone",NULL
"donepezil",4345
"dopamine",7733
"dopamine",4509
"dopexamine",6011
"doramectin",NULL
"doravirine",NULL
"doripenem",NULL
"dornase alfa",NULL
"dorzolamide",5695
"dostarlimab",NULL
"dosulepin",6157
"dotinurad",NULL
"doxacurium",NULL
"doxapram",6710
"doxazosin",3972
"doxefazepam",5072
"doxepin",NULL
"doxercalciferol",5654
"doxifluridine",5736
"doxofylline",4438
"doxorubicin",4049
"doxycycline",NULL
"doxylamine",6266
"drofenine",7637
"drometrizole",NULL
"dronabinol",7755
"dronabinol",6243
"dronedarone",5171
"droperidol",6721
"droprenilamine",7742
"droprenilamine",4303
"dropropizine",6532
"drospirenone",NULL
"drostanolone propionate",5259
"drotaverine",5756
"drotaverine",7709
"drotebanol",4894
"droxicam",6053
"droxidopa",5805
"droxypropine",7137
"dulaglutide",3906
"duloxetine",5532
"dupilumab",NULL
"durvalumab",NULL
"dutasteride",4100
"duvelisib",NULL
"dyclonine",6352
"dydrogesterone",6413
"ebastine",NULL
"eberconazole",4038
"ebrotidine",6196
"eburnamonine",NULL
"ecabet",6946
"ecallantide",7527
"ecamsule",4274
"echothiophate",4703
"econazole",7712
"econazole",5160
"ectylurea",4284
"eculizumab",7639
"edaravone",NULL
"edatrexate",5235
"edetic acid",5286
"edoxaban",7565
"edoxudine",4913
"edrophonium",7737
"edrophonium",7735
"edrophonium",7709
"edrophonium",6821
"edrophonium",7739
"efalizumab",7633
"efaproxiral",7138
"efavirenz",5888
"efgartigimod alfa",NULL
"efinaconazole",7553
"eflornithine",5811
"efloxate",6329
"efmoroctocog alfa",NULL
"efonidipine",4968
"efrotomycin",NULL
"eftrenonacog alfa",7737
"eftrenonacog alfa",7746
"egualen",6507
"eicosapentaenoic acid",NULL
"elagolix",NULL
"elapegademase",NULL
"elbasvir",NULL
"elcatonin",4789
"elcometrine",5404
"eldecalcitol",NULL
"eledoisin",5054
"eletriptan",5029
"elexacaftor",NULL
"eliglustat",7514
"elliptinium",7718
"elliptinium",7727
"elliptinium",4713
"elliptinium",7721
"elobixibat",NULL
"elosulfase alfa",7653
"elotuzumab",7692
"eltanolone",5135
"eltrombopag",NULL
"eluxadoline",7656
"elvitegravir",7177
"emapalumab",NULL
"embramine",5486
"embutramide",NULL
"emedastine",5753
"emepronium",4070
"emetine",NULL
"emicizumab",NULL
"emodepside",NULL
"emorfazone",NULL
"empagliflozin",7510
"emtricitabine",6534
"emylcamate",6258
"enalapril",6161
"enalapril",7751
"enalapril",7709
"enalaprilat",4501
"enallylpropymal",4976
"enarodustat",NULL
"enasidenib",NULL
"enbucrilate",5244
"encainide",4247
"encorafenib",NULL
"endralazine",6537
"enfenamic acid",5946
"enflurane",5981
"enfortumab vedotin",NULL
"enfuvirtide",4833
"enilconazole",5162
"enocitabine",NULL
"enoxacin",5684
"enoxaparin sodium",7546
"enoximone",5567
"enoxolone",NULL
"enprofylline",5845
"enprostil",5961
"enrofloxacin",NULL
"ensulizole",5475
"entacapone",4058
"entecavir",4839
"entrectinib",NULL
"enviomycin",NULL
"enzacamene",NULL
"enzalutamide",7756
"enzalutamide",7321
"eosin",7139
"epalrestat",5378
"epanolol",7140
"eperisone",6764
"epervudine",5311
"ephedrine",NULL
"epicillin",5988
"epicriptine",NULL
"epimestrol",6106
"epinastine",5599
"epinephrine",5925
"epirizole",3992
"epirubicin",4304
"epitiostanol",5276
"epitizide",NULL
"eplerenone",6154
"eplerenone",7709
"eplerenone",7726
"epoetin alfa",7649
"epoetin beta",NULL
"epoetin theta",3886
"epoetin zeta",NULL
"epomediol",5165
"epoprostenol",NULL
"eprazinone",7737
"eprazinone",6931
"eprinomectin",NULL
"eprosartan",NULL
"eprozinol",6205
"epsiprantel",NULL
"eptacog alfa (activated)",NULL
"eptazocine",6600
"eptifibatide",5128
"eptinezumab",NULL
"eptotermin alfa",NULL
"eravacycline dihydrochloride",NULL
"erdafitinib",NULL
"erdosteine",7737
"erdosteine",7709
"erdosteine",6999
"erenumab",NULL
"ergocalciferol",6194
"ergoloid mesylates",7115
"ergometrine",7709
"ergometrine",7737
"ergometrine",5173
"ergometrine",7755
"ergotamine",4694
"eribulin",NULL
"eritoran",5742
"eritrityl tetranitrate",5735
"erlotinib",7744
"erlotinib",4378
"erlotinib",7740
"ertapenem",NULL
"ertugliflozin",NULL
"erythromycin",5772
"erythromycin acistrate",NULL
"erythromycin ethyl succinate",4926
"erythromycin propionate",NULL
"esatenolol",7385
"esaxerenone",NULL
"escin",NULL
"escitalopram",5923
"escitalopram",7755
"eseridine",4269
"esflurbiprofen",7682
"esketamine",7141
"eslicarbazepine acetate",3954
"esmolol",4015
"esomeprazole",4755
"estazolam",4209
"estetrol",NULL
"estradiol",6317
"estradiol",7739
"estradiol acetate",7212
"estradiol benzoate",5943
"estradiol cypionate",NULL
"estradiol dipropionate",NULL
"estradiol enanthate",4181
"estradiol mustard",NULL
"estradiol undecylate",5164
"estradiol valerate",7737
"estradiol valerate",7755
"estradiol valerate",7709
"estradiol valerate",7735
"estradiol valerate",6419
"estramustine",4874
"estramustine phosphate",NULL
"estriol",4240
"estriol succinate",6874
"estrone",6704
"estrone sulphate",7537
"eszopiclone",4950
"etafedrine",5369
"etafenone",6708
"etallobarbital",7419
"etamiphylline",6699
"etamiphylline",7720
"etamivan",7042
"etamsylate",6435
"etamsylate",7709
"etanautine",7233
"etanercept",3902
"etaqualone",5696
"etebenecid",6396
"etelcalcetide",NULL
"eteplirsen",NULL
"eterobarb",5488
"eterobarb",7717
"etersalate",6014
"etesevimab",NULL
"ethacizine",NULL
"ethacridine",6610
"ethacrynic acid",4842
"ethadione",NULL
"ethambutol",4776
"ethanol",6657
"ethanolamine oleate",5294
"ethaverine",5405
"ethchlorvynol",NULL
"ethenzamide",6120
"ethinamate",5270
"ethinylestradiol",6088
"ethinylestradiol sulfonate",5046
"ethionamide",5973
"ethisterone",4647
"ethoheptazine",NULL
"ethopabate",NULL
"ethosuximide",NULL
"ethotoin",4887
"ethoxzolamide",6991
"ethyl biscoumacetate",NULL
"ethyl chloride",NULL
"ethyl dibunate",7736
"ethyl dibunate",7714
"ethyl dibunate",7725
"ethyl dibunate",7728
"ethyl dibunate",7722
"ethyl dibunate",7707
"ethyl dibunate",4452
"ethyl hydroxybenzoate",7444
"ethyl hydroxybenzoate",7698
"ethyl loflazepate",6663
"ethyl loflazepate",7739
"ethylestrenol",NULL
"ethylhydrocupreine",6313
"ethylmethylthiambutene",NULL
"ethylmorphine",4612
"ethylnorepinephrine",6366
"ethylnorepinephrine",7709
"etidocaine",4754
"etidronic acid",4150
"etifelmine",5491
"etifoxine",4971
"etilamfetamine",NULL
"etilefrine",6695
"etilefrine pivalate",7504
"etilevodopa",7175
"etimicin",NULL
"etiprednol dicloacetate",4808
"etiroxate",4623
"etizolam",4721
"etodolac",4817
"etodroxizine",NULL
"etofamide",NULL
"etofenamate",4251
"etofibrate",6491
"etofylline",5761
"etofylline clofibrate",NULL
"etofylline nicotinate",6839
"etoglucid",4163
"etohexadiol",7445
"etomidate",5537
"etomidoline",5289
"etonogestrel",4709
"etoperidone",5048
"etoposide",5426
"etoposide phosphate",NULL
"etoricoxib",4478
"etorphine",NULL
"etoxadrol",4360
"etoxazene",5821
"etozolin",4961
"etravirine",5952
"etretinate",6235
"etryptamine",6831
"etybenzatropine",7178
"etymemazine",5089
"etynodiol",6277
"eucatropine",7729
"eucatropine",4039
"eucatropine",7756
"euflavine",NULL
"eugenol",7342
"evans blue",NULL
"everolimus",NULL
"evinacumab",NULL
"evocalcet",NULL
"evogliptin",NULL
"evolocumab",7655
"exalamide",5897
"exatecan",4440
"exemestane",6693
"exenatide",5837
"exiproben",7755
"exiproben",5007
"exisulind",4885
"ezetimibe",3994
"fabomotizole",4567
"fadrozole",6687
"falecalcitriol",4491
"famciclovir",6151
"famotidine",4089
"famphur",NULL
"fampridine",5394
"famprofazone",4092
"faricimab",NULL
"faropenem",4385
"faropenem medoxil",NULL
"fasudil",5397
"favipiravir",3908
"fazadinium",7234
"febantel",NULL
"febarbamate",4064
"febuprol",6401
"febuxostat",6287
"feclemine",6008
"feclobuzone",NULL
"fedratinib",NULL
"fedrilate",6676
"felbamate",7059
"felbinac",6553
"felodipine",NULL
"felypressin",7578
"femoxetine",NULL
"fenadiazole",6770
"fenalamide",7711
"fenalamide",6257
"fenalcomine",4198
"fenamisal",6469
"fenbendazole",NULL
"fenbenicillin",NULL
"fenbufen",4258
"fenbutrazate",6203
"fencamfamin",4923
"fencibutirol",6412
"fenclofenac",NULL
"fendiline",6115
"fendosal",4758
"fenethazine",5442
"fenetylline",6907
"fenfluramine",6785
"fenipentol",NULL
"fenofibrate",5473
"fenoldopam",4185
"fenoldopam",7748
"fenoprofen",4290
"fenoterol",NULL
"fenoverine",NULL
"fenoxazoline",NULL
"fenoxedil",NULL
"fenoxypropazine",7711
"fenoxypropazine",4763
"fenozolone",4928
"fenpentadiol",5510
"fenpiprane",3951
"fenpiverinium",5380
"fenproporex",6190
"fenprostalene",NULL
"fenquizone",NULL
"fenspiride",4066
"fentanyl",4827
"fenthion",NULL
"fentiazac",5414
"fenticlor",5919
"fenticonazole",NULL
"fentonium",NULL
"fenyramidol",NULL
"fepradinol",6771
"feprazone",5375
"ferric (59Fe) citrate",7698
"ferric carboxymaltose",NULL
"ferric citrate",7235
"ferric hydroxide",NULL
"ferric maltol",7696
"ferric oxide",7199
"ferric oxide",7737
"ferric pyrophosphate citrate",NULL
"ferric sulfate",7231
"ferrous ascorbate",7236
"ferrous aspartate",7237
"ferrous bisglycinate",NULL
"ferrous carbonate",7238
"ferrous chloride",7239
"ferrous fumarate",4611
"ferrous gluconate",3936
"ferrous succinate",7240
"ferrous sulfate",7230
"ferrous tartrate",NULL
"ferumoxsil",NULL
"ferumoxytol",NULL
"fesoterodine",NULL
"fexinidazole",NULL
"fexofenadine",NULL
"fidaxomicin",NULL
"filgotinib",NULL
"filgrastim",3895
"fimasartan",7737
"fimasartan",7574
"finafloxacin",7589
"finasteride",6265
"finerenone",NULL
"fingolimod",NULL
"fipexide",4143
"firocoxib",NULL
"flavodic acid",4429
"flavoxate",6599
"flecainide",6432
"fleroxacin",4263
"flibanserin",7665
"floctafenine",6817
"flomoxef",5253
"flopropione",4909
"florantyrone",5768
"florbetaben F18",7497
"Florbetapir F-18",6148
"floredil",7732
"floredil",5068
"florfenicol",NULL
"flortaucipir F 18",NULL
"flosequinan",6177
"flosequinan",7737
"flosequinan",7735
"flosequinan",7707
"flosequinan",7709
"flosequinan",7736
"floxacillin",5956
"floxuridine",5170
"fluacizine",6259
"fluazacort",5652
"flubendazole",5867
"fluciclovine (18F)",NULL
"fluclorolone",7702
"fluclorolone acetonide",5200
"fluconazole",6256
"flucytosine",4207
"fludarabine phosphate",7739
"fludarabine phosphate",6371
"fludarabine phosphate",7709
"fludeoxyglucose (18F)",3939
"fludiazepam",7749
"fludiazepam",5161
"fludrocortisone acetate",5280
"fludroxycortide",NULL
"flufenamic acid",NULL
"fluindione",6566
"flumazenil",NULL
"flumecinol",6952
"flumedroxone",NULL
"flumedroxone acetate",6917
"flumequine",5440
"flumetasone",7242
"flumetasone acetate",NULL
"flumetasone pivalate",5127
"flumethiazide",NULL
"flunarizine",NULL
"flunisolide",NULL
"flunitrazepam",7720
"flunitrazepam",7709
"flunitrazepam",6861
"flunixin",NULL
"flunoxaprofen",4102
"fluocinolone acetonide",NULL
"fluocinonide",4306
"fluocortin butyl",5406
"fluocortolone",6959
"fluorescein",6977
"fluoresone",NULL
"fluorodopa (18F)",7243
"fluoroestradiol F 18",NULL
"fluoroethylcholine (18F)",7244
"fluorometholone",6662
"fluorometholone acetate",7341
"fluoromethylcholine (18F)",7446
"fluorouracil",4120
"fluostigmine",NULL
"fluoxetine",6926
"fluoxymesterone",4099
"flupentixol",6153
"fluperolone",NULL
"fluphenazine",3947
"fluphenazine decanoate",5191
"fluphenazine enanthate",4678
"flupirtine",4453
"fluprednidene",7246
"fluprednidene acetate",NULL
"fluprednisolone",5268
"fluprostenol",NULL
"fluralaner",NULL
"flurazepam",6629
"flurbiprofen",6976
"flurbiprofen axetil",4137
"flurithromycin",5133
"flurotyl",NULL
"fluroxene",6743
"flusalan",5598
"fluspirilene",NULL
"flutamide",6263
"flutazolam",6270
"Flutemetamol (18F)",6853
"fluticasone furoate",NULL
"fluticasone propionate",NULL
"flutoprazepam",6775
"flutrimazole",6684
"flutropium",4080
"fluvastatin",4791
"fluvoxamine",4107
"folescutol",7709
"folescutol",6515
"folescutol",7711
"folic acid",5176
"follitropin",7597
"fomepizole",NULL
"fominoben",5561
"fomivirsen",7426
"fomocaine",6298
"fondaparinux",4474
"formaldehyde",NULL
"formebolone",5728
"formestane",7735
"formestane",6070
"formocortal",NULL
"formoterol",NULL
"formylsulfamethin",4011
"forodesine",NULL
"fosamprenavir",4357
"fosaprepitant",7143
"foscarnet",5996
"fosdenopterin",NULL
"fosfestrol",NULL
"fosfluconazole",6499
"fosfluconazole",7715
"fosfomycin",6938
"fosfosal",4268
"fosinopril",4490
"fosnetupitant",NULL
"fosphenytoin",7709
"fosphenytoin",6344
"fospropofol",5204
"fostamatinib",NULL
"fostemsavir",NULL
"fotemustine",4549
"framycetin",6415
"fremanezumab",NULL
"frovatriptan",7742
"frovatriptan",4368
"fructose",4034
"frunevetmab",NULL
"ftivazide",7754
"ftivazide",6460
"fudosteine",NULL
"fulvestrant",5608
"fumagillin",NULL
"fumaric acid",NULL
"furalazine",6237
"furaltadone",NULL
"furamicid",3985
"furazidin",7544
"furazolidone",6935
"furfenorex",NULL
"furonazide",5600
"furonazide",7756
"furonazide",7715
"furonazide",7755
"furosemide",6414
"fursultiamine",5138
"fursultiamine",7720
"fursultiamine",7709
"furtrethonium",NULL
"fusafungine",NULL
"fusidic acid",NULL
"fytic acid",5823
"gabapentin",5882
"gabapentin enacarbil",NULL
"gabexate",5359
"gadobenate dimeglumine",NULL
"gadobenic acid",7249
"gadobutrol",NULL
"gadodiamide",3927
"gadofosveset",NULL
"gadopentetate dimeglumine",7251
"gadoterate meglumine",NULL
"gadoteric acid",7252
"gadoteridol",NULL
"gadoversetamide",NULL
"gadoxetate",7339
"gadoxetic acid",NULL
"galactose",6790
"galantamine",4624
"galcanezumab",NULL
"gallamine",NULL
"gallium (67Ga) citrate",7069
"gallium (67Ga) citrate",7737
"gallium (68Ga) edotreotide",NULL
"gallium (68Ga) gozetotide",NULL
"Gallium Ga 68 dotatate",NULL
"gallium nitrate",7710
"gallium nitrate",7709
"gallopamil",NULL
"galsulfase",NULL
"gamithromycin",NULL
"gamolenic acid",4227
"ganaxolone",NULL
"ganciclovir",4610
"ganirelix",5681
"garenoxacin",7092
"gatifloxacin",7735
"gatifloxacin",6221
"gatifloxacin",7755
"gefapixant",NULL
"gefarnate",5997
"gefitinib",5059
"gelatin",NULL
"gemcitabine",5575
"gemeprost",4843
"gemeprost",7709
"gemeprost",7711
"gemfibrozil",6528
"gemfibrozil",7709
"gemifloxacin",6215
"gemigliptin",7513
"gemtuzumab ozogamicin",3904
"gentamicin",NULL
"gentian violet",4734
"gentisic acid",5393
"gepefrine",5230
"gepirone",NULL
"gestodene",7084
"gestonorone",NULL
"gestonorone caproate",5651
"gestrinone",5717
"gestrinone",7709
"gilteritinib",NULL
"gimeracil",5386
"gimeracil",7709
"gitoformate",5333
"gitoxin",NULL
"givosiran",NULL
"glafenine",NULL
"glasdegib",NULL
"glatiramer acetate",7547
"glecaprevir",NULL
"gleptoferron",NULL
"glibenclamide",5016
"glibornuride",7005
"gliclazide",5304
"glimepiride",3977
"glipizide",NULL
"gliquidone",NULL
"glisentide",6908
"glisolamide",5383
"glisoxepide",4222
"glucagon",NULL
"glucametacin",5591
"glucarpidase",NULL
"gluconic acid",5041
"gluconolactone",NULL
"glucosamine",4616
"glucosaminylmuramyl dipeptide",NULL
"glucose",3987
