"class_name1","class_id1","class_name2","class_id2","ddi_risk","description"
"nortriptyline",4846,"phenelzine",4033,"Critical","NORTRIPTYLINE/PHENELZINE [VA Drug Interaction]"
"nortriptyline",4846,"tranylcypromine",4023,"Critical","NORTRIPTYLINE/TRANYLCYPROMINE [VA Drug Interaction]"
"nortriptyline",4846,"pargyline",4146,"Critical","NORTRIPTYLINE/PARGYLINE [VA Drug Interaction]"
"nortriptyline",4846,"selegiline",4286,"Critical","NORTRIPTYLINE/SELEGILINE [VA Drug Interaction]"
"isocarboxazid",4540,"protriptyline",4845,"Critical","ISOCARBOXAZID/PROTRIPTYLINE [VA Drug Interaction]"
"phenelzine",4033,"protriptyline",4845,"Critical","PHENELZINE/PROTRIPTYLINE [VA Drug Interaction]"
"protriptyline",4845,"tranylcypromine",4023,"Critical","PROTRIPTYLINE/TRANYLCYPROMINE [VA Drug Interaction]"
"pargyline",4146,"protriptyline",4845,"Critical","PARGYLINE/PROTRIPTYLINE [VA Drug Interaction]"
"protriptyline",4845,"selegiline",4286,"Critical","PROTRIPTYLINE/SELEGILINE [VA Drug Interaction]"
"isocarboxazid",4540,"trimipramine",5194,"Critical","ISOCARBOXAZID/TRIMIPRAMINE [VA Drug Interaction]"
"phenelzine",4033,"trimipramine",5194,"Critical","PHENELZINE/TRIMIPRAMINE [VA Drug Interaction]"
"tranylcypromine",4023,"trimipramine",5194,"Critical","TRANYLCYPROMINE/TRIMIPRAMINE [VA Drug Interaction]"
"pargyline",4146,"trimipramine",5194,"Critical","PARGYLINE/TRIMIPRAMINE [VA Drug Interaction]"
"selegiline",4286,"trimipramine",5194,"Critical","SELEGILINE/TRIMIPRAMINE [VA Drug Interaction]"
"cisapride",6588,"fluconazole",5348,"Critical","CISAPRIDE/FLUCONAZOLE [VA Drug Interaction]"
"amitriptyline",4982,"clonidine",4533,"Significant","AMITRIPTYLINE/CLONIDINE [VA Drug Interaction]"
"amoxapine",5451,"clonidine",4533,"Significant","AMOXAPINE/CLONIDINE [VA Drug Interaction]"
"clomipramine",5464,"clonidine",4533,"Significant","CLOMIPRAMINE/CLONIDINE [VA Drug Interaction]"
"clonidine",4533,"desipramine",4877,"Significant","CLONIDINE/DESIPRAMINE [VA Drug Interaction]"
"clonidine",4533,"doxepin",5003,"Significant","CLONIDINE/DOXEPIN [VA Drug Interaction]"
"clonidine",4533,"imipramine",5018,"Significant","CLONIDINE/IMIPRAMINE [VA Drug Interaction]"
"clonidine",4533,"nortriptyline",4846,"Significant","CLONIDINE/NORTRIPTYLINE [VA Drug Interaction]"
"clonidine",4533,"protriptyline",4845,"Significant","CLONIDINE/PROTRIPTYLINE [VA Drug Interaction]"
"clonidine",4533,"trimipramine",5194,"Significant","CLONIDINE/TRIMIPRAMINE [VA Drug Interaction]"
"isoflurane",4276,"labetalol",5611,"Significant","ISOFLURANE/LABETALOL [VA Drug Interaction]"
"halothane",4331,"labetalol",5611,"Significant","HALOTHANE/LABETALOL [VA Drug Interaction]"
"desflurane",4187,"labetalol",5611,"Significant","DESFLURANE/LABETALOL [VA Drug Interaction]"
"enflurane",4277,"labetalol",5611,"Significant","ENFLURANE/LABETALOL [VA Drug Interaction]"
"labetalol",5611,"methoxyflurane",4168,"Significant","LABETALOL/METHOXYFLURANE [VA Drug Interaction]"
"labetalol",5611,"sevoflurane",4344,"Significant","LABETALOL/SEVOFLURANE [VA Drug Interaction]"
"ephedrine",4174,"sodium bicarbonate",7144,"Significant","EPHEDRINE/SODIUM BICARBONATE [VA Drug Interaction]"
"pseudoephedrine",4173,"sodium bicarbonate",7144,"Significant","PSEUDOEPHEDRINE/SODIUM BICARBONATE [VA Drug Interaction]"
"fluconazole",5348,"tacrolimus",6996,"Significant","FLUCONAZOLE/TACROLIMUS [VA Drug Interaction]"
"ephedrine",4174,"potassium citrate",7437,"Significant","EPHEDRINE/POTASSIUM CITRATE [VA Drug Interaction]"
"ephedrine",4174,"sodium citrate",7405,"Significant","EPHEDRINE/SODIUM CITRATE [VA Drug Interaction]"
"potassium citrate",7437,"pseudoephedrine",4173,"Significant","POTASSIUM CITRATE/PSEUDOEPHEDRINE [VA Drug Interaction]"
"pseudoephedrine",4173,"sodium citrate",7405,"Significant","PSEUDOEPHEDRINE/SODIUM CITRATE [VA Drug Interaction]"
"chloroquine",5521,"praziquantel",5430,"Significant","CHLOROQUINE/PRAZIQUANTEL [VA Drug Interaction]"
"didanosine",4581,"ganciclovir",4754,"Significant","DIDANOSINE/GANCICLOVIR [VA Drug Interaction]"
"fluconazole",5348,"midazolam",5586,"Significant","FLUCONAZOLE/MIDAZOLAM [VA Drug Interaction]"
"itraconazole",6956,"triazolam",5756,"Critical","ITRACONAZOLE/TRIAZOLAM [VA Drug Interaction]"
"diflunisal",4708,"probenecid",5072,"Significant","DIFLUNISAL/PROBENECID [VA Drug Interaction]"
"levothyroxine sodium",6980,"sucralfate",7046,"Significant","LEVOTHYROXINE SODIUM/SUCRALFATE [VA Drug Interaction]"
"rifabutin",7026,"saquinavir",6942,"Significant","RIFABUTIN/SAQUINAVIR [VA Drug Interaction]"
"cisapride",6588,"clarithromycin",6969,"Critical","CISAPRIDE/CLARITHROMYCIN [VA Drug Interaction]"
"amiloride",4532,"trandolapril",6436,"Significant","AMILORIDE/TRANDOLAPRIL [VA Drug Interaction]"
"indomethacin",5891,"trandolapril",6436,"Significant","INDOMETHACIN/TRANDOLAPRIL [VA Drug Interaction]"
"spironolactone",6362,"trandolapril",6436,"Significant","SPIRONOLACTONE/TRANDOLAPRIL [VA Drug Interaction]"
"trandolapril",6436,"triamterene",4730,"Significant","TRANDOLAPRIL/TRIAMTERENE [VA Drug Interaction]"
"fluconazole",5348,"rifabutin",7026,"Critical","FLUCONAZOLE/RIFABUTIN [VA Drug Interaction]"
"itraconazole",6956,"rifabutin",7026,"Critical","ITRACONAZOLE/RIFABUTIN [VA Drug Interaction]"
"ketoconazole",6786,"rifabutin",7026,"Critical","KETOCONAZOLE/RIFABUTIN [VA Drug Interaction]"
"chlorzoxazone",4193,"disulfiram",5233,"Significant","CHLORZOXAZONE/DISULFIRAM [VA Drug Interaction]"
"dapsone",4693,"didanosine",4581,"Critical","DAPSONE/DIDANOSINE [VA Drug Interaction]"
"quinidine",5573,"rifabutin",7026,"Significant","QUINIDINE/RIFABUTIN [VA Drug Interaction]"
"cyproheptadine",5099,"paroxetine",5625,"Significant","CYPROHEPTADINE/PAROXETINE [VA Drug Interaction]"
"amiloride",4532,"quinidine",5573,"Significant","AMILORIDE/QUINIDINE [VA Drug Interaction]"
"miconazole",6350,"warfarin",5376,"Critical","MICONAZOLE/WARFARIN [VA Drug Interaction]"
"fluconazole",5348,"warfarin",5376,"Critical","FLUCONAZOLE/WARFARIN [VA Drug Interaction]"
"ketoconazole",6786,"warfarin",5376,"Critical","KETOCONAZOLE/WARFARIN [VA Drug Interaction]"
"itraconazole",6956,"warfarin",5376,"Critical","ITRACONAZOLE/WARFARIN [VA Drug Interaction]"
"amobarbital",4509,"warfarin",5376,"Critical","AMOBARBITAL/WARFARIN [VA Drug Interaction]"
"astemizole",6557,"ritonavir",6961,"Critical","ASTEMIZOLE/RITONAVIR [VA Drug Interaction]"
"ritonavir",6961,"terfenadine",6619,"Critical","RITONAVIR/TERFENADINE [VA Drug Interaction]"
"itraconazole",6956,"midazolam",5586,"Critical","ITRACONAZOLE/MIDAZOLAM [VA Drug Interaction]"
"ketoconazole",6786,"midazolam",5586,"Critical","KETOCONAZOLE/MIDAZOLAM [VA Drug Interaction]"
"ketoconazole",6786,"triazolam",5756,"Critical","KETOCONAZOLE/TRIAZOLAM [VA Drug Interaction]"
"bupropion",4617,"carbamazepine",4584,"Significant","BUPROPION/CARBAMAZEPINE [VA Drug Interaction]"
"cisapride",6588,"ritonavir",6961,"Critical","CISAPRIDE/RITONAVIR [VA Drug Interaction]"
"enflurane",4277,"isoniazid",4039,"Significant","ENFLURANE/ISONIAZID [VA Drug Interaction]"
"itraconazole",6956,"phenytoin",4724,"Significant","ITRACONAZOLE/PHENYTOIN [VA Drug Interaction]"
"itraconazole",6956,"mephenytoin",4453,"Significant","ITRACONAZOLE/MEPHENYTOIN [VA Drug Interaction]"
"alprazolam",5386,"ritonavir",6961,"Significant","ALPRAZOLAM/RITONAVIR [VA Drug Interaction]"
"chlordiazepoxide",5266,"ritonavir",6961,"Significant","CHLORDIAZEPOXIDE/RITONAVIR [VA Drug Interaction]"
"diazepam",5063,"ritonavir",6961,"Significant","DIAZEPAM/RITONAVIR [VA Drug Interaction]"
"estazolam",5198,"ritonavir",6961,"Significant","ESTAZOLAM/RITONAVIR [VA Drug Interaction]"
"flurazepam",6146,"ritonavir",6961,"Significant","FLURAZEPAM/RITONAVIR [VA Drug Interaction]"
"halazepam",5838,"ritonavir",6961,"Significant","HALAZEPAM/RITONAVIR [VA Drug Interaction]"
"quazepam",6139,"ritonavir",6961,"Significant","QUAZEPAM/RITONAVIR [VA Drug Interaction]"
"midazolam",5586,"ritonavir",6961,"Critical","MIDAZOLAM/RITONAVIR [VA Drug Interaction]"
"clonazepam",5476,"ritonavir",6961,"Significant","CLONAZEPAM/RITONAVIR [VA Drug Interaction]"
"clorazepate",5462,"ritonavir",6961,"Significant","CLORAZEPATE/RITONAVIR [VA Drug Interaction]"
"prazepam",5577,"ritonavir",6961,"Significant","PRAZEPAM/RITONAVIR [VA Drug Interaction]"
"ritonavir",6961,"temazepam",5280,"Critical","RITONAVIR/TEMAZEPAM [VA Drug Interaction]"
"ritonavir",6961,"triazolam",5756,"Critical","RITONAVIR/TRIAZOLAM [VA Drug Interaction]"
"desogestrel",5409,"rifabutin",7026,"Significant","DESOGESTREL/RIFABUTIN [VA Drug Interaction]"
"levonorgestrel",5436,"rifabutin",7026,"Significant","LEVONORGESTREL/RIFABUTIN [VA Drug Interaction]"
"medroxyprogesterone",5769,"rifabutin",7026,"Significant","MEDROXYPROGESTERONE/RIFABUTIN [VA Drug Interaction]"
"mestranol",5408,"rifabutin",7026,"Critical","MESTRANOL/RIFABUTIN [VA Drug Interaction]"
"norethynodrel",5254,"rifabutin",7026,"Significant","NORETHYNODREL/RIFABUTIN [VA Drug Interaction]"
"norgestimate",6001,"rifabutin",7026,"Significant","NORGESTIMATE/RIFABUTIN [VA Drug Interaction]"
"erythromycin",6964,"warfarin",5376,"Critical","ERYTHROMYCIN/WARFARIN [VA Drug Interaction]"
"phenytoin",4724,"ticlopidine",4848,"Significant","PHENYTOIN/TICLOPIDINE [VA Drug Interaction]"
"acetaminophen",4097,"sulfinpyrazone",6265,"Significant","ACETAMINOPHEN/SULFINPYRAZONE [VA Drug Interaction]"
"Vitamin E",6439,"warfarin",5376,"Significant","VITAMIN E/WARFARIN [VA Drug Interaction]"
"amiodarone",6920,"fentanyl",5688,"Significant","AMIODARONE/FENTANYL [VA Drug Interaction]"
"astemizole",6557,"quinine",7441,"Critical","ASTEMIZOLE/QUININE [VA Drug Interaction]"
"quinine",7441,"terfenadine",6619,"Significant","QUININE/TERFENADINE [VA Drug Interaction]"
"procainamide",4578,"trimethoprim",5138,"Significant","PROCAINAMIDE/TRIMETHOPRIM [VA Drug Interaction]"
"atovaquone",5973,"zidovudine",4880,"Significant","ATOVAQUONE/ZIDOVUDINE [VA Drug Interaction]"
"ganciclovir",4754,"zidovudine",4880,"Critical","GANCICLOVIR/ZIDOVUDINE [VA Drug Interaction]"
"dextromethorphan",4933,"isocarboxazid",4540,"Critical","DEXTROMETHORPHAN/ISOCARBOXAZID [VA Drug Interaction]"
"dextromethorphan",4933,"phenelzine",4033,"Critical","DEXTROMETHORPHAN/PHENELZINE [VA Drug Interaction]"
"dextromethorphan",4933,"tranylcypromine",4023,"Critical","DEXTROMETHORPHAN/TRANYLCYPROMINE [VA Drug Interaction]"
"dextromethorphan",4933,"pargyline",4146,"Critical","DEXTROMETHORPHAN/PARGYLINE [VA Drug Interaction]"
"fenfluramine",4541,"tranylcypromine",4023,"Critical","FENFLURAMINE/TRANYLCYPROMINE [VA Drug Interaction]"
"fenfluramine",4541,"phenelzine",4033,"Critical","FENFLURAMINE/PHENELZINE [VA Drug Interaction]"
"fenfluramine",4541,"isocarboxazid",4540,"Critical","FENFLURAMINE/ISOCARBOXAZID [VA Drug Interaction]"
"fenfluramine",4541,"selegiline",4286,"Critical","FENFLURAMINE/SELEGILINE [VA Drug Interaction]"
"dextromethorphan",4933,"paroxetine",5625,"Significant","DEXTROMETHORPHAN/PAROXETINE [VA Drug Interaction]"
"disopyramide",5720,"sparfloxacin",6174,"Critical","DISOPYRAMIDE/SPARFLOXACIN [VA Drug Interaction]"
"amiodarone",6920,"sparfloxacin",6174,"Critical","AMIODARONE/SPARFLOXACIN [VA Drug Interaction]"
"levamisole",4362,"warfarin",5376,"Significant","LEVAMISOLE/WARFARIN [VA Drug Interaction]"
"ephedrine",4174,"sodium acetate",7143,"Significant","EPHEDRINE/SODIUM ACETATE [VA Drug Interaction]"
"ephedrine",4174,"sodium lactate",7142,"Significant","EPHEDRINE/SODIUM LACTATE [VA Drug Interaction]"
"pseudoephedrine",4173,"sodium acetate",7143,"Significant","PSEUDOEPHEDRINE/SODIUM ACETATE [VA Drug Interaction]"
"pseudoephedrine",4173,"sodium lactate",7142,"Significant","PSEUDOEPHEDRINE/SODIUM LACTATE [VA Drug Interaction]"
"clozapine",5600,"erythromycin",6964,"Significant","CLOZAPINE/ERYTHROMYCIN [VA Drug Interaction]"
"clarithromycin",6969,"pimozide",6572,"Critical","CLARITHROMYCIN/PIMOZIDE [VA Drug Interaction]"
"erythromycin",6964,"pimozide",6572,"Critical","ERYTHROMYCIN/PIMOZIDE [VA Drug Interaction]"
"azithromycin",6970,"pimozide",6572,"Critical","AZITHROMYCIN/PIMOZIDE [VA Drug Interaction]"
"dirithromycin",7020,"pimozide",6572,"Critical","DIRITHROMYCIN/PIMOZIDE [VA Drug Interaction]"
"encainide",5835,"ritonavir",6961,"Significant","ENCAINIDE/RITONAVIR [VA Drug Interaction]"
"ethacrynic acid",5308,"kanamycin",6671,"Significant","ETHACRYNIC ACID/KANAMYCIN [VA Drug Interaction]"
"ethacrynic acid",5308,"netilmicin",6634,"Significant","ETHACRYNIC ACID/NETILMICIN [VA Drug Interaction]"
"ethacrynic acid",5308,"streptomycin",6850,"Significant","ETHACRYNIC ACID/STREPTOMYCIN [VA Drug Interaction]"
"fenfluramine",4541,"pargyline",4146,"Critical","FENFLURAMINE/PARGYLINE [VA Drug Interaction]"
"fludrocortisone",6084,"neostigmine",4482,"Significant","FLUDROCORTISONE/NEOSTIGMINE [VA Drug Interaction]"
"fludrocortisone",6084,"pyridostigmine",4254,"Significant","FLUDROCORTISONE/PYRIDOSTIGMINE [VA Drug Interaction]"
"fludrocortisone",6084,"rifabutin",7026,"Significant","FLUDROCORTISONE/RIFABUTIN [VA Drug Interaction]"
"fluoxymesterone",5687,"warfarin",5376,"Significant","FLUOXYMESTERONE/WARFARIN [VA Drug Interaction]"
"furosemide",5641,"kanamycin",6671,"Significant","FUROSEMIDE/KANAMYCIN [VA Drug Interaction]"
"furosemide",5641,"netilmicin",6634,"Significant","FUROSEMIDE/NETILMICIN [VA Drug Interaction]"
"furosemide",5641,"streptomycin",6850,"Significant","FUROSEMIDE/STREPTOMYCIN [VA Drug Interaction]"
"gemfibrozil",4713,"pravastatin",6397,"Significant","GEMFIBROZIL/PRAVASTATIN [VA Drug Interaction]"
"gemfibrozil",4713,"simvastatin",6371,"Critical","GEMFIBROZIL/SIMVASTATIN [VA Drug Interaction]"
"gentamicin",7228,"torsemide",5792,"Significant","GENTAMICIN/TORSEMIDE [VA Drug Interaction]"
"gentamicin",7228,"vecuronium",6817,"Significant","GENTAMICIN/VECURONIUM [VA Drug Interaction]"
"hydrocortisone",5936,"neostigmine",4482,"Significant","HYDROCORTISONE/NEOSTIGMINE [VA Drug Interaction]"
"hydrocortisone",5936,"pyridostigmine",4254,"Significant","HYDROCORTISONE/PYRIDOSTIGMINE [VA Drug Interaction]"
"hydrocortisone",5936,"rifabutin",7026,"Significant","HYDROCORTISONE/RIFABUTIN [VA Drug Interaction]"
"isocarboxazid",4540,"mazindol",5062,"Significant","ISOCARBOXAZID/MAZINDOL [VA Drug Interaction]"
"isocarboxazid",4540,"phendimetrazine",4303,"Significant","ISOCARBOXAZID/PHENDIMETRAZINE [VA Drug Interaction]"
"isocarboxazid",4540,"phenmetrazine",4220,"Significant","ISOCARBOXAZID/PHENMETRAZINE [VA Drug Interaction]"
"isocarboxazid",4540,"phentermine",4089,"Significant","ISOCARBOXAZID/PHENTERMINE [VA Drug Interaction]"
"isocarboxazid",4540,"sumatriptan",5208,"Significant","ISOCARBOXAZID/SUMATRIPTAN [VA Drug Interaction]"
"kanamycin",6671,"pancuronium",6839,"Significant","KANAMYCIN/PANCURONIUM [VA Drug Interaction]"
"kanamycin",6671,"torsemide",5792,"Significant","KANAMYCIN/TORSEMIDE [VA Drug Interaction]"
"kanamycin",6671,"tubocurarine",6887,"Significant","KANAMYCIN/TUBOCURARINE [VA Drug Interaction]"
"kanamycin",6671,"vecuronium",6817,"Significant","KANAMYCIN/VECURONIUM [VA Drug Interaction]"
"carmustine",4424,"cimetidine",4726,"Critical","CARMUSTINE/CIMETIDINE [VA Drug Interaction]"
"carteolol",5168,"clonidine",4533,"Significant","CARTEOLOL/CLONIDINE [VA Drug Interaction]"
"clonidine",4533,"metoprolol",4888,"Significant","CLONIDINE/METOPROLOL [VA Drug Interaction]"
"clonidine",4533,"nadolol",5390,"Significant","CLONIDINE/NADOLOL [VA Drug Interaction]"
"clonidine",4533,"penbutolol",5159,"Significant","CLONIDINE/PENBUTOLOL [VA Drug Interaction]"
"clonidine",4533,"pindolol",4695,"Significant","CLONIDINE/PINDOLOL [VA Drug Interaction]"
"clonidine",4533,"propranolol",4801,"Significant","CLONIDINE/PROPRANOLOL [VA Drug Interaction]"
"clonidine",4533,"timolol",5484,"Significant","CLONIDINE/TIMOLOL [VA Drug Interaction]"
"choline salicylate",7335,"methotrexate",6538,"Critical","CHOLINE SALICYLATE/METHOTREXATE [VA Drug Interaction]"
"cisapride",6588,"nefazodone",6611,"Critical","CISAPRIDE/NEFAZODONE [VA Drug Interaction]"
"anisindione",4723,"clofibrate",4642,"Critical","ANISINDIONE/CLOFIBRATE [VA Drug Interaction]"
"anisindione",4723,"levothyroxine sodium",6980,"Significant","ANISINDIONE/LEVOTHYROXINE SODIUM [VA Drug Interaction]"
"anisindione",4723,"methyl salicylate",3925,"Critical","ANISINDIONE/METHYL SALICYLATE [VA Drug Interaction]"
"anisindione",4723,"oxyphenbutazone",5566,"Critical","ANISINDIONE/OXYPHENBUTAZONE [VA Drug Interaction]"
"anisindione",4723,"pentobarbital",4508,"Critical","ANISINDIONE/PENTOBARBITAL [VA Drug Interaction]"
"anisindione",4723,"phenobarbital",4548,"Critical","ANISINDIONE/PHENOBARBITAL [VA Drug Interaction]"
"anisindione",4723,"primidone",4452,"Critical","ANISINDIONE/PRIMIDONE [VA Drug Interaction]"
"anisindione",4723,"propylthiouracil",4195,"Significant","ANISINDIONE/PROPYLTHIOURACIL [VA Drug Interaction]"
"anisindione",4723,"secobarbital",4606,"Critical","ANISINDIONE/SECOBARBITAL [VA Drug Interaction]"
"clofibrate",4642,"phenprocoumon",5012,"Critical","CLOFIBRATE/PHENPROCOUMON [VA Drug Interaction]"
"levothyroxine sodium",6980,"phenprocoumon",5012,"Significant","LEVOTHYROXINE SODIUM/PHENPROCOUMON [VA Drug Interaction]"
"methyl salicylate",3925,"phenprocoumon",5012,"Critical","METHYL SALICYLATE/PHENPROCOUMON [VA Drug Interaction]"
"oxyphenbutazone",5566,"phenprocoumon",5012,"Critical","OXYPHENBUTAZONE/PHENPROCOUMON [VA Drug Interaction]"
"pentobarbital",4508,"phenprocoumon",5012,"Critical","PENTOBARBITAL/PHENPROCOUMON [VA Drug Interaction]"
"phenobarbital",4548,"phenprocoumon",5012,"Critical","PHENOBARBITAL/PHENPROCOUMON [VA Drug Interaction]"
"phenprocoumon",5012,"primidone",4452,"Critical","PHENPROCOUMON/PRIMIDONE [VA Drug Interaction]"
"phenprocoumon",5012,"propylthiouracil",4195,"Significant","PHENPROCOUMON/PROPYLTHIOURACIL [VA Drug Interaction]"
"phenprocoumon",5012,"secobarbital",4606,"Critical","PHENPROCOUMON/SECOBARBITAL [VA Drug Interaction]"
"clozapine",5600,"ritonavir",6961,"Significant","CLOZAPINE/RITONAVIR [VA Drug Interaction]"
"carbamazepine",4584,"danazol",5697,"Significant","CARBAMAZEPINE/DANAZOL [VA Drug Interaction]"
"danazol",5697,"tacrolimus",6996,"Significant","DANAZOL/TACROLIMUS [VA Drug Interaction]"
"amiodarone",6920,"anisindione",4723,"Critical","AMIODARONE/ANISINDIONE [VA Drug Interaction]"
"amiodarone",6920,"phenprocoumon",5012,"Critical","AMIODARONE/PHENPROCOUMON [VA Drug Interaction]"
"amobarbital",4509,"anisindione",4723,"Critical","AMOBARBITAL/ANISINDIONE [VA Drug Interaction]"
"amobarbital",4509,"phenprocoumon",5012,"Critical","AMOBARBITAL/PHENPROCOUMON [VA Drug Interaction]"
"anisindione",4723,"carbamazepine",4584,"Critical","ANISINDIONE/CARBAMAZEPINE [VA Drug Interaction]"
"anisindione",4723,"cholestyramine",5232,"Significant","ANISINDIONE/CHOLESTYRAMINE [VA Drug Interaction]"
"anisindione",4723,"cimetidine",4726,"Critical","ANISINDIONE/CIMETIDINE [VA Drug Interaction]"
"anisindione",4723,"danazol",5697,"Critical","ANISINDIONE/DANAZOL [VA Drug Interaction]"
"anisindione",4723,"disulfiram",5233,"Critical","ANISINDIONE/DISULFIRAM [VA Drug Interaction]"
"anisindione",4723,"erythromycin",6964,"Significant","ANISINDIONE/ERYTHROMYCIN [VA Drug Interaction]"
"anisindione",4723,"fluconazole",5348,"Critical","ANISINDIONE/FLUCONAZOLE [VA Drug Interaction]"
"anisindione",4723,"itraconazole",6956,"Critical","ANISINDIONE/ITRACONAZOLE [VA Drug Interaction]"
"anisindione",4723,"ketoconazole",6786,"Critical","ANISINDIONE/KETOCONAZOLE [VA Drug Interaction]"
"anisindione",4723,"levamisole",4362,"Significant","ANISINDIONE/LEVAMISOLE [VA Drug Interaction]"
"anisindione",4723,"metronidazole",4197,"Significant","ANISINDIONE/METRONIDAZOLE [VA Drug Interaction]"
"anisindione",4723,"miconazole",6350,"Critical","ANISINDIONE/MICONAZOLE [VA Drug Interaction]"
"anisindione",4723,"paroxetine",5625,"Significant","ANISINDIONE/PAROXETINE [VA Drug Interaction]"
"anisindione",4723,"phenytoin",4724,"Significant","ANISINDIONE/PHENYTOIN [VA Drug Interaction]"
"anisindione",4723,"sulfamethoxazole",4732,"Significant","ANISINDIONE/SULFAMETHOXAZOLE [VA Drug Interaction]"
"anisindione",4723,"sulfinpyrazone",6265,"Significant","ANISINDIONE/SULFINPYRAZONE [VA Drug Interaction]"
"anisindione",4723,"Vitamin E",6439,"Significant","ANISINDIONE/VITAMIN E [VA Drug Interaction]"
"carbamazepine",4584,"phenprocoumon",5012,"Critical","CARBAMAZEPINE/PHENPROCOUMON [VA Drug Interaction]"
"cholestyramine",5232,"phenprocoumon",5012,"Significant","CHOLESTYRAMINE/PHENPROCOUMON [VA Drug Interaction]"
"choline salicylate",7335,"phenprocoumon",5012,"Critical","CHOLINE SALICYLATE/PHENPROCOUMON [VA Drug Interaction]"
"cimetidine",4726,"phenprocoumon",5012,"Critical","CIMETIDINE/PHENPROCOUMON [VA Drug Interaction]"
"danazol",5697,"phenprocoumon",5012,"Critical","DANAZOL/PHENPROCOUMON [VA Drug Interaction]"
"diclofenac",5219,"phenprocoumon",5012,"Significant","DICLOFENAC/PHENPROCOUMON [VA Drug Interaction]"
"diflunisal",4708,"phenprocoumon",5012,"Significant","DIFLUNISAL/PHENPROCOUMON [VA Drug Interaction]"
"disulfiram",5233,"phenprocoumon",5012,"Critical","DISULFIRAM/PHENPROCOUMON [VA Drug Interaction]"
"erythromycin",6964,"phenprocoumon",5012,"Significant","ERYTHROMYCIN/PHENPROCOUMON [VA Drug Interaction]"
"etodolac",5096,"phenprocoumon",5012,"Significant","ETODOLAC/PHENPROCOUMON [VA Drug Interaction]"
"fenoprofen",4638,"phenprocoumon",5012,"Significant","FENOPROFEN/PHENPROCOUMON [VA Drug Interaction]"
"fluconazole",5348,"phenprocoumon",5012,"Critical","FLUCONAZOLE/PHENPROCOUMON [VA Drug Interaction]"
"flurbiprofen",4654,"phenprocoumon",5012,"Significant","FLURBIPROFEN/PHENPROCOUMON [VA Drug Interaction]"
"ibuprofen",4374,"phenprocoumon",5012,"Significant","IBUPROFEN/PHENPROCOUMON [VA Drug Interaction]"
"indomethacin",5891,"phenprocoumon",5012,"Significant","INDOMETHACIN/PHENPROCOUMON [VA Drug Interaction]"
"itraconazole",6956,"phenprocoumon",5012,"Critical","ITRACONAZOLE/PHENPROCOUMON [VA Drug Interaction]"
"ketoconazole",6786,"phenprocoumon",5012,"Critical","KETOCONAZOLE/PHENPROCOUMON [VA Drug Interaction]"
"ketoprofen",4743,"phenprocoumon",5012,"Significant","KETOPROFEN/PHENPROCOUMON [VA Drug Interaction]"
"levamisole",4362,"phenprocoumon",5012,"Significant","LEVAMISOLE/PHENPROCOUMON [VA Drug Interaction]"
"meclofenamic acid",5218,"phenprocoumon",5012,"Significant","MECLOFENAMIC ACID/PHENPROCOUMON [VA Drug Interaction]"
"mefenamic acid",4635,"phenprocoumon",5012,"Significant","MEFENAMIC ACID/PHENPROCOUMON [VA Drug Interaction]"
"metronidazole",4197,"phenprocoumon",5012,"Significant","METRONIDAZOLE/PHENPROCOUMON [VA Drug Interaction]"
"miconazole",6350,"phenprocoumon",5012,"Critical","MICONAZOLE/PHENPROCOUMON [VA Drug Interaction]"
"nabumetone",4524,"phenprocoumon",5012,"Significant","NABUMETONE/PHENPROCOUMON [VA Drug Interaction]"
"naproxen",4534,"phenprocoumon",5012,"Significant","NAPROXEN/PHENPROCOUMON [VA Drug Interaction]"
"oxaprozin",5172,"phenprocoumon",5012,"Significant","OXAPROZIN/PHENPROCOUMON [VA Drug Interaction]"
"paroxetine",5625,"phenprocoumon",5012,"Significant","PAROXETINE/PHENPROCOUMON [VA Drug Interaction]"
"phenprocoumon",5012,"phenylbutazone",5380,"Critical","PHENPROCOUMON/PHENYLBUTAZONE [VA Drug Interaction]"
"phenprocoumon",5012,"phenytoin",4724,"Significant","PHENPROCOUMON/PHENYTOIN [VA Drug Interaction]"
"phenprocoumon",5012,"piroxicam",5646,"Significant","PHENPROCOUMON/PIROXICAM [VA Drug Interaction]"
"phenprocoumon",5012,"salsalate",4783,"Critical","PHENPROCOUMON/SALSALATE [VA Drug Interaction]"
"phenprocoumon",5012,"sulfamethoxazole",4732,"Significant","PHENPROCOUMON/SULFAMETHOXAZOLE [VA Drug Interaction]"
"phenprocoumon",5012,"sulfinpyrazone",6265,"Significant","PHENPROCOUMON/SULFINPYRAZONE [VA Drug Interaction]"
"phenprocoumon",5012,"sulindac",5874,"Significant","PHENPROCOUMON/SULINDAC [VA Drug Interaction]"
"phenprocoumon",5012,"tolmetin",4777,"Significant","PHENPROCOUMON/TOLMETIN [VA Drug Interaction]"
"phenprocoumon",5012,"Vitamin E",6439,"Significant","PHENPROCOUMON/VITAMIN E [VA Drug Interaction]"
"acebutolol",5686,"clonidine",4533,"Significant","ACEBUTOLOL/CLONIDINE [VA Drug Interaction]"
"amikacin",6858,"torsemide",5792,"Significant","AMIKACIN/TORSEMIDE [VA Drug Interaction]"
"amikacin",6858,"vecuronium",6817,"Significant","AMIKACIN/VECURONIUM [VA Drug Interaction]"
